日产 逍客 2012款 2.0XV 雷 CVT 2WD,2013年,5.4万公里,长沙,8.06万,19.60万
现代 途胜 2015款 1.6T 双离合两驱智能型,2016年,5.4万公里,长沙,11.41万,19.50万
雪佛兰 科帕奇 2014款 2.4L 两驱城市版 7座,2015年,4.1万公里,长沙,9.14万,20.30万
雪佛兰 迈锐宝 2014款 2.0L 自动豪华版,2014年,6.4万公里,长沙,8.32万,20.30万
大众 速腾 2013款 2.0TSI GLI,2013年,9.8万公里,长沙,9.48万,24.50万
现代 名图 2017款 1.8L 自动智能型GLS,2017年,1.8万公里,长沙,10.26万,16.30万
起亚K5 2015款 2.0L 自动LUX,2015年,7.8万公里,长沙,补贴后9.94万,
长安CS75 2016款 2.0L 手动豪华型 国V,2016年,6.7万公里,长沙,6.01万,10.70万
传祺GS4 2016款 235T G-DCT豪华版,2016年,3.5万公里,长沙,补贴后8.14万,
别克 君威 2012款 2.0L 舒适版,2013年,3.5万公里,长沙,7.82万,20.20万
大众 途观 2012款 1.8TSI 自动两驱菁英版,2012年,13.5万公里,长沙,10.03万,27.70万
长安CS75 2014款 1.8T 自动精英型 国V,2016年,2.4万公里,长沙,7.38万,14.80万
宝马7系 2009款 730Li领先型(进口),2010年,7.7万公里,长沙,24.75万,100.70万
福特 福克斯 2015款 三厢 1.6L 自动风尚型,2014年,9.9万公里,长沙,6.02万,14.80万
福特 翼虎 2013款 2.0L GTDi 四驱尊贵型,2014年,8.2万公里,长沙,12.28万,29.90万
奇瑞 艾瑞泽5 2016款 1.5L 手动领潮版,2016年,2.9万公里,长沙,3.70万,6.90万
哈弗H2 2017款 红标 1.5T 手动两驱豪华型,2017年,3.2万公里,长沙,6.50万,10.80万
宝马2系旅行车 2016款 218i 领先型,2017年,2.6万公里,长沙,补贴后14.72万,
奥迪A4L 2016款 35 TFSI 自动标准型,2015年,5.4万公里,长沙,19.00万,34.00万
大众 速腾 2015款 230TSI 自动豪华型,2016年,2.8万公里,长沙,补贴后10.69万,
凯迪拉克ATS-L 2017款 28T 时尚型,2017年,2.6万公里,长沙,18.60万,34.60万
现代 领动 2016款 1.6L 自动智炫·精英型,2016年,8.8万公里,长沙,补贴后6.93万,
大众 途观 2013款 1.8TSI 自动两驱豪华型,2014年,5.7万公里,长沙,13.00万,28.20万
凯迪拉克XT5 2016款 28T 四驱豪华型,2016年,5.3万公里,长沙,补贴后25.57万,
大众 速腾 2015款 1.6L 自动舒适型,2016年,2.5万公里,长沙,9.64万,16.40万
福特 蒙迪欧 2013款 2.0L GTDi200时尚型,2015年,5.1万公里,长沙,补贴后11.81万,
大众 途观 2010款 1.8TSI 自动两驱菁英版,2011年,9.9万公里,长沙,10.49万,27.30万
本田 思铂睿 2017款 2.4L 豪华版,2017年,1.1万公里,长沙,16.00万,25.00万
大众 朗行 2013款 1.6L 自动舒适型,2013年,7.7万公里,长沙,补贴后5.97万,
宝马3系 2014款 320Li 时尚型,2014年,4.8万公里,长沙,18.15万,38.90万
大众 朗逸 2015款 1.6L 手动风尚版,2016年,4.0万公里,长沙,6.50万,11.90万
大众 朗逸 2015款 1.6L 手动风尚版,2015年,4.4万公里,长沙,补贴后5.68万,
福特 福克斯 2012款 两厢 1.6L 自动舒适型,2015年,6.4万公里,长沙,补贴后5.95万,
本田CR-V 2013款 2.0L 两驱经典版,2014年,7.9万公里,长沙,补贴后11.58万,
大众 迈腾 2013款 2.0TSI 豪华型,2014年,8.9万公里,长沙,11.90万,26.90万
宝马5系 2013款 525Li 卓乐版,2014年,5.0万公里,长沙,26.00万,61.00万
宝马X5 2009款 xDrive30i豪华型(进口),2010年,14.7万公里,长沙,21.29万,104.10万
日产 阳光 2011款 1.5XL 手动豪华版,2011年,7.2万公里,长沙,2.80万,10.10万
现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,2014年,8.2万公里,长沙,7.00万,21.40万
丰田 卡罗拉 2014款 1.6L CVT GL-i,2016年,4.3万公里,长沙,8.77万,13.90万
别克 凯越 2011款 1.6LE-AT,2010年,6.1万公里,长沙,2.50万,12.80万
起亚 福瑞迪 2012款 1.6L AT Premium 纪念版,2012年,8.3万公里,长沙,3.80万,13.30万
日产 逍客 2016款 2.0L CVT豪华版,2016年,3.0万公里,长沙,11.60万,18.20万
大众 捷达 2013款 1.6L 自动舒适型,2013年,11.1万公里,长沙,补贴后4.60万,
Jeep 自由光 2016款 2.4L 专业版,2016年,11.2万公里,长沙,12.50万,27.10万
马自达6 2012款 2.0L 自动时尚型,2013年,8.5万公里,长沙,补贴后6.02万,
大众 2016款 途安L 280TSI 自动舒适版,2016年,6.8万公里,长沙,11.00万,20.30万
传祺GS4 2016款 235T 手动豪华版,2017年,3.5万公里,长沙,补贴后6.91万,
丰田 凯美瑞 2018款 2.5G 豪华版,2018年,3.6万公里,长沙,21.00万,23.90万
宝马X1 2012款 sDrive20i 领先型,2012年,9.1万公里,长沙,13.55万,39.30万
日产 骐达 2016款 1.6L CVT智行版,2017年,2.1万公里,长沙,9.11万,13.30万
沃尔沃XC60 2013款 T5 智雅版(进口),2013年,13.3万公里,长沙,14.00万,51.50万
斯柯达 明锐 2013款 1.6L 自动逸致版,2013年,6.2万公里,长沙,5.50万,14.50万
大众 途安 2013款 1.4T 自动睿智版5座,2013年,11.8万公里,长沙,8.00万,21.40万
别克 君威 2009款 2.0T 豪华运动版,2009年,12.2万公里,长沙,5.50万,27.80万
起亚 福瑞迪 2018款 1.6L 自动智享豪华版Value-Comfort,2018年,0.3万公里,长沙,6.90万,11.90万
奔腾X80 2013款 2.0L 自动豪华型,2014年,4.0万公里,长沙,补贴后5.81万,
马自达3 2010款 1.6L 自动经典时尚型,2011年,7.7万公里,长沙,3.80万,13.30万
标致508 2015款 1.6THP 自动致臻版,2015年,5.5万公里,长沙,12.00万,23.80万
现代 全新胜达 2013款 2.4L 自动两驱智能型,2015年,8.3万公里,长沙,10.00万,27.10万
本田 锋范经典 2008款 1.5L 手动舒适版,2011年,13.1万公里,长沙,3.50万,10.50万
标致408 2013款 2.0L 自动舒适版,2013年,3.9万公里,长沙,4.80万,15.60万
福特 翼虎 2015款 2.0L GTDi 四驱尊贵型,2016年,5.7万公里,长沙,补贴后12.91万,
本田 锋范 2017款 1.5L CVT舒适版,2016年,1.8万公里,长沙,7.50万,9.70万
吉利 帝豪GL 2017款 1.3T 手动精英型,2017年,1.8万公里,长沙,6.00万,9.50万
福特 蒙迪欧 2013款 2.0L GTDi200时尚型,2015年,11.0万公里,长沙,11.00万,22.00万
雪佛兰 科鲁兹 2009款 1.6L SE MT,2011年,4.8万公里,长沙,3.20万,13.00万
现代ix35 2012款 2.0L 自动两驱精英版GLS,2013年,10.8万公里,长沙,6.67万,21.30万
标致3008 2013款 2.0L 自动潮流版,2013年,11.9万公里,长沙,补贴后6.44万,
日产 骊威 2010款 劲锐版 1.6L 自动标准型,2012年,8.8万公里,长沙,4.40万,11.90万
MINI 2016款 1.5T COOPER SEVEN,2017年,1.1万公里,长沙,19.50万,30.90万
丰田 YARiS L 致炫 2015款 1.5E 自动魅动版,2016年,2.0万公里,长沙,5.60万,9.30万
大众 宝来 2014款 1.6L 自动舒适型,2015年,2.5万公里,长沙,7.58万,13.90万
现代 朗动 2013款 1.6L 自动尊贵型,2014年,5.0万公里,长沙,6.88万,14.60万
日产 天籁 2010款 2.0L XL周年纪念版,2009年,13.8万公里,长沙,6.00万,23.30万
福特 福克斯 2015款 三厢 1.6L 自动风尚型,2016年,4.3万公里,长沙,8.00万,14.80万
吉利GC7 2013款 1.8L 自动豪华型,2014年,7.4万公里,长沙,2.30万,9.80万
哈弗H6 2016款 升级版 1.5T 手动两驱精英型,2016年,4.5万公里,长沙,6.00万,11.10万
奔驰E级 2015款 E 200 L 运动型,2015年,3.0万公里,长沙,29.00万,46.60万
大众 朗逸 2013款 改款经典 1.6L 手动舒适版,2015年,3.3万公里,长沙,6.40万,13.70万
别克 英朗 2013款 GT 1.8L 自动时尚版,2014年,3.5万公里,长沙,6.50万,17.90万
传祺GS4 2015款 200T G-DCT豪华版,2015年,8.4万公里,长沙,7.08万,14.80万
福特 嘉年华 2013款 三厢 1.5L 自动时尚型,2014年,7.4万公里,长沙,5.00万,10.70万
标致308 2016款 1.6L 自动时尚版,2017年,3.5万公里,长沙,7.00万,12.20万
Jeep 自由侠 2016款 1.4T 自动高能版,2016年,3.1万公里,长沙,10.00万,16.30万
雪佛兰 迈锐宝 2013款 2.0L 自动豪华版,2014年,7.4万公里,长沙,8.50万,19.70万
比亚迪S6 2011款 2.0L 手动尊贵型,2012年,5.7万公里,长沙,3.30万,11.70万
别克 凯越 2011款 1.6LX-AT,2012年,6.3万公里,长沙,3.50万,11.40万
别克 英朗 2015款 15N 自动精英型,2016年,7.0万公里,长沙,6.50万,13.80万
大众 朗逸 2011款 1.6L 自动品悠版,2013年,9.2万公里,长沙,5.20万,13.50万
现代 索纳塔八 2011款 2.0L 自动时尚版,2012年,8.4万公里,长沙,7.00万,18.10万
福特 翼搏 2013款 1.5L 自动风尚型,2015年,4.5万公里,长沙,6.20万,12.20万
大众POLO 2013款 1.4L 手动风尚版,2013年,6.4万公里,长沙,3.40万,9.30万
标致308 2013款 1.6L 手动优尚型,2015年,3.5万公里,长沙,5.00万,11.50万
起亚 智跑 2012款 2.0L 自动两驱版GL,2013年,4.8万公里,长沙,8.50万,19.40万
日产 骐达 2011款 1.6L CVT智能型,2012年,8.7万公里,长沙,5.80万,13.60万
MINI 2012款 1.6L 中国奥林匹克纪念版,2012年,3.1万公里,长沙,12.00万,32.10万
雪佛兰 迈锐宝 2014款 2.0L 自动舒适版,2015年,4.5万公里,长沙,9.00万,18.40万
雪铁龙 世嘉 2016款 经典 三厢 1.6L 自动品尚型,2015年,6.3万公里,长沙,5.20万,11.30万
奔腾B50 2013款 1.6L 手动舒适型,2015年,5.4万公里,长沙,4.00万,10.10万
现代 朗动 2013款 1.6L 自动尊贵型,2014年,6.1万公里,长沙,6.45万,14.60万
雪佛兰 迈锐宝XL 2016款 1.5T 双离合锐尚版,2016年,3.1万公里,长沙,13.00万,22.80万
雷诺 科雷嘉 2017款 2.0L 两驱舒适版,2017年,2.2万公里,长沙,补贴后11.15万,
日产 逍客 2012款 2.0XV 雷 CVT 2WD,2013年,6.2万公里,长沙,7.74万,19.60万
马自达 昂克赛拉 2017款 三厢 1.5L 自动豪华型,2017年,2.4万公里,长沙,补贴后10.62万,
雷诺 科雷傲 2014款 改款 2.5L 两驱舒适版(进口),2014年,4.3万公里,长沙,补贴后10.63万,
纳智捷 优6 SUV 2015款 1.8T 魅力型,2015年,9.1万公里,长沙,6.00万,14.80万
雪佛兰 迈锐宝 2017款 1.5T 自动舒适版,2017年,4.8万公里,长沙,10.00万,17.90万
日产 轩逸 2014款 1.6XV CVT尊享版,2015年,6.8万公里,长沙,补贴后7.84万,
现代 途胜 2015款 1.6T 双离合两驱智能型,2017年,2.6万公里,长沙,11.60万,19.50万
标致408 2015款 1.2T 自动豪华版,2016年,2.3万公里,长沙,8.44万,16.50万
大众 捷达 2010款 1.6L 伙伴,2012年,13.4万公里,长沙,2.80万,8.20万
奥迪A4L 2011款 2.0 TFSI 标准型,2010年,6.4万公里,长沙,10.00万,33.60万
哈弗H1 2015款 1.5L 手动豪华型,2014年,8.9万公里,长沙,3.20万,7.90万
雪佛兰 迈锐宝 2014款 2.0L 自动豪华版,2014年,8.7万公里,长沙,补贴后7.85万,
日产 天籁 2013款 2.0L XL舒适版,2013年,6.4万公里,长沙,10.47万,20.20万
大众 朗逸 2013款 改款经典 1.6L 手动风尚版,2014年,4.1万公里,长沙,5.50万,12.30万
吉利 帝豪GL 2018款 1.4T 自动精英智联型,2018年,1.5万公里,长沙,7.81万,10.80万
宝马3系 2016款 320Li 进取型,2016年,3.8万公里,长沙,22.00万,35.40万
宝马5系 2012款 520Li 典雅型,2012年,14.2万公里,长沙,18.20万,46.50万
大众 宝来 2014款 1.6L 手动时尚型,2014年,4.2万公里,长沙,补贴后5.12万,
福特 翼虎 2015款 1.5L GTDi 两驱风尚型,2015年,7.8万公里,长沙,11.25万,23.60万
大众 朗逸 2013款 改款经典 1.6L 自动舒适版,2013年,6.4万公里,长沙,6.26万,15.00万
雪佛兰 迈锐宝 2013款 2.4L 自动豪华版,2013年,7.1万公里,长沙,补贴后7.45万,
本田 雅阁 2016款 2.0L 舒适版,2017年,2.5万公里,长沙,15.00万,19.50万
传祺GS5 Super 2015款 2.0L 自动两驱舒适版,2016年,3.7万公里,长沙,6.30万,15.20万
雪铁龙 世嘉 2013款 三厢 1.6L 自动品享型,2013年,12.7万公里,长沙,3.97万,14.10万
雪铁龙 爱丽舍 2016款 1.6L 手动时尚型,2016年,5.2万公里,长沙,3.90万,9.10万
雪佛兰 科沃兹 2016款 1.5L 自动欣悦版,2016年,3.0万公里,长沙,5.90万,10.80万
标致307 2010款 两厢 1.6L 自动舒适版,2011年,9.4万公里,长沙,3.00万,11.50万
启辰D50 2013款 1.6L 手动时尚版,2013年,4.9万公里,长沙,3.00万,7.50万
奥迪A6L 2014款 TFSI 标准型,2014年,8.9万公里,长沙,22.00万,44.50万
江淮 瑞风S3 2016款 1.5L 手动豪华智能型,2016年,3.2万公里,长沙,4.18万,8.10万
本田 歌诗图 2016款 2.4L 豪华版,2016年,2.5万公里,长沙,15.18万,28.20万
荣威W5 2011款 1.8T 4WD 自动豪域版,2013年,7.8万公里,长沙,5.30万,23.80万
雪佛兰 科鲁兹 2013款 1.8L SE AT,2013年,3.3万公里,长沙,补贴后5.21万,
奔驰GLK级 2011款 GLK 300 4MATIC 豪华型(进口),2011年,7.2万公里,长沙,15.00万,67.10万
大众 高尔夫·嘉旅 2016款 230TSI 自动进取型,2017年,4.1万公里,长沙,10.99万,18.10万
雪佛兰 科鲁兹 2012款 1.8L SX AT,2012年,6.5万公里,长沙,5.00万,16.60万
长安CS75 2014款 2.0L 手动豪华型 国IV,2015年,4.5万公里,长沙,5.35万,12.80万
雪铁龙 世嘉 2009款 三厢 2.0L 自动时尚型,2010年,7.4万公里,长沙,3.00万,14.60万
荣威550 2013款 550S 1.8L 手动启逸版,2016年,5.1万公里,长沙,4.68万,13.40万
大众 高尔夫 2015款 1.4TSI 自动舒适型,2015年,2.7万公里,长沙,9.00万,16.80万
凯迪拉克ATS-L 2017款 28T 技术型,2017年,2.3万公里,长沙,17.79万,32.40万
奥迪A4L 2017款 Plus 40 TFSI 进取型,2017年,1.3万公里,长沙,23.61万,32.50万
大众 宝来 2012款 1.6L 手动时尚型,2012年,5.6万公里,长沙,3.90万,11.70万
雪铁龙 世嘉 2013款 三厢 1.6L 自动品尚型,2014年,4.9万公里,长沙,5.00万,12.80万
福特 福克斯 2013款 三厢经典 1.8L 自动时尚型,2014年,6.8万公里,长沙,5.00万,13.40万
MINI 2016款 1.5T COOPER,2016年,1.9万公里,长沙,16.50万,25.40万
菲亚特 菲翔 2012款 1.4T 手动悦享版,2013年,6.0万公里,长沙,3.50万,11.80万
福特 福克斯 2012款 三厢 1.6L 手动舒适型,2014年,2.2万公里,长沙,5.00万,13.00万
起亚K5 2012款 2.0L 自动DLX,2013年,9.2万公里,长沙,7.80万,20.50万
雪佛兰 迈锐宝 2016款 2.0L 自动豪华版,2016年,7.0万公里,长沙,9.13万,19.50万
宝骏560 2015款 1.8L 手动豪华型,2015年,4.5万公里,长沙,5.14万,9.70万
起亚K5 2012款 2.0L 自动DLX,2012年,9.9万公里,长沙,8.00万,20.50万
标致2008 2014款 1.6L 自动时尚版,2014年,5.2万公里,长沙,5.88万,13.20万
福特 福克斯 2012款 两厢 1.6L 自动风尚型,2013年,5.2万公里,长沙,6.00万,15.60万
标致3008 2015款 1.6THP 自动潮流版,2015年,3.3万公里,长沙,补贴后8.28万,
别克 英朗 2014款 XT 1.6L 自动舒适版,2015年,3.5万公里,长沙,7.10万,15.70万
标致408 2013款 1.6L 自动舒适版,2013年,7.6万公里,长沙,4.68万,14.90万
本田 雅阁 2010款 2.0L EX,2010年,8.3万公里,长沙,补贴后6.88万,
Jeep 指南者 2017款 200T 自动舒享版,2017年,2.0万公里,长沙,12.00万,18.40万
雪佛兰 科鲁兹 2013款 1.6L SE MT,2014年,5.0万公里,长沙,4.50万,13.00万
起亚K3 2015款 1.6L 自动GLS,2016年,2.2万公里,长沙,7.12万,13.50万
奥迪A5 2017款 Cabriolet 40 TFSI 时尚型(进口),2018年,0.2万公里,长沙,40.00万,51.80万
标致2008 2014款 1.6L 自动时尚版,2014年,4.4万公里,长沙,6.00万,13.20万
大众 途观 2013款 1.8TSI 自动两驱舒适版,2014年,13.7万公里,长沙,11.00万,25.80万
日产 天籁 2013款 2.0L XL舒适版,2015年,10.6万公里,长沙,12.00万,20.20万
荣威550 2010款 550 1.8L 自动世博风尚版,2010年,10.3万公里,长沙,2.58万,15.20万
别克GL8 2014款 3.0L GT豪华商务豪雅版,2015年,7.2万公里,长沙,补贴后17.91万,
日产 逍客 2012款 2.0XL 火 CVT 2WD,2012年,12.4万公里,长沙,6.22万,17.90万
雪佛兰 迈锐宝 2018款 530T 自动豪华版,2018年,1.3万公里,长沙,11.60万,19.50万
雪佛兰 科帕奇 2013款 2.4L 两驱城市版 7座,2013年,8.7万公里,长沙,7.70万,24.60万
标致2008 2014款 1.6L 自动时尚版,2015年,2.4万公里,长沙,6.01万,13.20万
福特 蒙迪欧 2013款 2.0L GTDi200时尚型,2014年,7.8万公里,长沙,补贴后10.33万,
本田 凌派 2015款 1.8L 自动豪华版,2016年,3.0万公里,长沙,补贴后8.94万,
哈弗H9 2017款 2.0T 汽油四驱豪华型 7座,2018年,1.0万公里,长沙,18.75万,27.10万
福特 锐界 2016款 EcoBoost 245 四驱豪锐型 7座,2016年,6.9万公里,长沙,20.00万,34.70万
福特 蒙迪欧 2017款 EcoBoost 180 时尚型,2017年,0.8万公里,长沙,13.47万,20.90万
本田 雅阁 2015款 2.0L LX 舒适版,2015年,5.2万公里,长沙,12.92万,19.50万
大众 途观 2013款 1.8TSI 自动四驱舒适版,2013年,7.4万公里,长沙,11.00万,27.70万
大众 高尔夫 2016款 230TSI 自动豪华型,2016年,2.5万公里,长沙,11.18万,18.00万
雪铁龙 爱丽舍 2014款 1.6L 自动时尚型,2014年,5.6万公里,长沙,4.61万,10.20万
别克 英朗 2014款 XT 1.6L 自动时尚版,2015年,1.9万公里,长沙,6.25万,16.30万
别克 君越 2011款 2.4L SIDI豪雅版,2011年,6.6万公里,长沙,7.80万,27.70万
Jeep 自由侠 2017款 180T 自动劲能版,2018年,1.7万公里,长沙,补贴后10.24万,
大众 朗逸 2015款 1.6L 手动风尚版,2016年,2.9万公里,长沙,6.80万,11.90万
标致308 2012款 1.6L 手动优尚型,2013年,7.9万公里,长沙,3.50万,11.30万
大众 朗逸 2013款 改款经典 1.6L 自动舒适版,2016年,1.8万公里,长沙,8.09万,15.00万
别克 君威 2015款 1.6T 领先技术型,2015年,5.6万公里,长沙,10.00万,20.60万
雪铁龙C4L 2014款 1.8L 智驱版 自动劲享型,2015年,9.3万公里,长沙,6.00万,15.70万
雪铁龙 世嘉 2013款 三厢 1.6L 手动品尚型,2014年,6.2万公里,长沙,4.50万,11.70万
福特 嘉年华 2013款 两厢 1.5L 自动时尚型,2013年,3.1万公里,长沙,4.50万,10.70万
标致508 2013款 2.0L 两周年纪念 自动智享版,2014年,7.0万公里,长沙,7.50万,22.20万
福特 福克斯 2013款 两厢经典 1.8L 自动基本型,2015年,0.7万公里,长沙,5.71万,11.90万
长安 逸动 2012款 1.6L 手动豪华型 国IV,2013年,15.3万公里,长沙,2.80万,8.70万
长安 逸动 2015款 XT 1.6L 自动俊酷型 国IV,2015年,5.8万公里,长沙,5.00万,10.00万
大众 宝来 2012款 1.6L 自动时尚型,2011年,7.3万公里,长沙,4.80万,13.00万
吉利 博越 2016款 2.0L 手动智尚型,2016年,4.2万公里,长沙,6.98万,11.80万
马自达6 2013款 2.0L 自动时尚型,2015年,9.2万公里,长沙,9.50万,16.00万
大众途安 2011款 1.4T 自动智雅版5座,2012年,9.2万公里,长沙,6.50万,19.40万
别克 君威 2011款 2.0L 舒适版,2011年,5.7万公里,长沙,补贴后6.96万,
现代 名图 2016款 1.8L 自动智能型GLS,2016年,2.6万公里,长沙,补贴后9.34万,
雪佛兰 科鲁兹 2015款 1.5L 经典 SE MT,2015年,7.7万公里,长沙,4.80万,10.80万
东风风行 景逸XV 2016款 1.6L CVT豪华型,2016年,2.7万公里,长沙,3.90万,9.40万
丰田 威驰 2014款 1.5L 自动智臻版,2014年,5.4万公里,长沙,5.20万,9.50万
福田 蒙派克E 2017款 2.0L新快运长轴4Q20M,2018年,0.8万公里,长沙,5.85万,8.10万
丰田 凯美瑞 2013款 200E 经典精英版,2015年,10.2万公里,长沙,10.80万,19.80万
荣威550 2012款 550S 1.8L 自动启臻版,2013年,10.9万公里,长沙,3.60万,16.30万
荣威e550 2016款 尊享版,2016年,200公里,长沙,补贴后9.28万,
福特 福睿斯 2015款 1.5L 自动时尚型,2016年,1.5万公里,长沙,6.78万,13.00万
福特 翼搏 2013款 1.5L 自动风尚型,2015年,4.0万公里,长沙,6.00万,12.20万
宝马1系 2017款 118i 运动型,2018年,0.9万公里,长沙,16.11万,24.90万
大众CC 2015款 1.8TSI 豪华型,2015年,4.0万公里,长沙,15.41万,29.20万
奥迪Q5 2012款 2.0TFSI 技术型,2012年,10.2万公里,长沙,17.00万,46.40万
奔腾X80 2013款 2.0L 自动舒适型,2013年,5.0万公里,长沙,5.00万,14.50万
起亚K3 2016款 1.6L 自动GLS,2016年,3.3万公里,长沙,7.00万,12.90万
MINI 2016款 2.0T COOPER S,2016年,4.9万公里,长沙,补贴后17.11万,
大众 帕萨特 2014款 1.8TSI DSG尊荣版,2014年,9.0万公里,长沙,补贴后9.60万,
大众 速腾 2015款 1.6L 自动舒适型,2015年,3.1万公里,长沙,9.11万,16.40万
别克 君威 2012款 2.0L 舒适版,2012年,10.3万公里,长沙,6.00万,20.20万
雪佛兰 科鲁兹 2015款 1.5L 经典 SE AT,2015年,3.3万公里,长沙,6.21万,11.90万
福特 蒙迪欧 2013款 1.5L GTDi180舒适型,2015年,2.5万公里,长沙,10.50万,19.50万
大众 途观 2010款 2.0TSI 自动四驱旗舰版,2010年,11.0万公里,长沙,补贴后7.54万,
别克 英朗 2016款 15N 自动精英型,2016年,4.1万公里,长沙,补贴后7.32万,
大众 朗行 2017款 180TSI DSG舒适版,2018年,1.1万公里,长沙,补贴后8.88万,
福特 福克斯 2012款 三厢 1.6L 手动舒适型,2013年,12.0万公里,长沙,4.13万,13.00万
吉利 自由舰 2012款 1.3L 手动时尚型III,2014年,9.3万公里,长沙,1.20万,4.70万
奥迪Q7 2013款 35 TFSI 专享型(进口),2013年,6.7万公里,长沙,32.00万,120.10万
宝马3系 2014款 320Li 豪华设计套装,2014年,4.1万公里,长沙,19.47万,43.70万
福特 翼虎 2013款 1.6L GTDi 四驱精英型,2014年,11.9万公里,长沙,9.00万,26.00万
哈弗H6 2013款 升级版 1.5T 手动两驱精英型,2014年,5.6万公里,长沙,4.80万,12.60万
宝马3系 2015款 320Li 超悦版时尚型,2015年,5.8万公里,长沙,18.60万,38.00万
福特 福克斯 2013款 两厢经典 1.8L 自动基本型,2014年,8.5万公里,长沙,4.00万,11.90万
雪佛兰 科鲁兹 2013款 1.8L SE AT,2013年,5.7万公里,长沙,4.84万,14.90万
标致2008 2014款 1.6L 自动潮流版,2016年,6.6万公里,长沙,5.50万,11.90万
别克 凯越 2015款 1.5L 自动经典型,2015年,5.5万公里,长沙,4.46万,10.00万
捷豹XF 2015款 XF 2.0T 80周年典藏豪华版,2015年,4.1万公里,长沙,补贴后21.07万,
凯迪拉克SRX 2013款 3.0L 精英型(进口),2013年,4.3万公里,长沙,补贴后16.21万,
起亚 索兰托 2013款 2.4L 5座汽油豪华版 国IV(进口),2014年,6.2万公里,长沙,11.50万,28.60万
现代 朗动 2013款 1.6L 自动领先型,2013年,6.0万公里,长沙,5.89万,13.90万
雪佛兰 迈锐宝 2013款 2.0L 自动豪华版,2013年,8.4万公里,长沙,补贴后6.96万,
大众 宝来 2013款 1.6L 自动舒适型,2013年,1.7万公里,长沙,6.35万,13.90万
标致508 2013款 2.0L 两周年纪念 自动天窗经典版,2014年,5.1万公里,长沙,8.00万,19.70万
日产 轩逸 2012款 经典 1.6XE 手动舒适版,2015年,3.3万公里,长沙,5.00万,10.80万
本田 锋范经典 2012款 1.5L 自动精英版,2013年,5.9万公里,长沙,5.00万,11.90万
标致3008 2015款 1.6THP 自动至尚版,2015年,1.5万公里,长沙,10.00万,24.00万
